"cmp_1_acceptance_rate","cmp_2_acceptance_rate","cmp_3_acceptance_rate","cmp_4_acceptance_rate","cmp_5_acceptance_rate","cmp_last_acceptance_rate"
"6","1","7","7","7","15"
